Id,Title,Method,Target,Operator,Expected,ExpectedData,ExpectedJson,TargetsJson,ValueType,SourceType,RegOption,CheckType,ManualReason
22.22,Ensure 'ASR: Use advanced protection against ransomware' is set to 'Audit' or higher,Registry,HKLM\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\Defender\AttackSurfaceReductionRules,Regex,\b(?i)c1db55ab-c21a-4637-bb3f-a12568109d35=(1|2)\b,\b(?i)c1db55ab-c21a-4637-bb3f-a12568109d35=(1|2)\b,,"[{""Path"":""HKLM\\SOFTWARE\\Microsoft\\PolicyManager\\Providers\\{GUID}\\default\\Device\\Defender"",""Name"":""AttackSurfaceReductionRules"",""Operator"":""Regex"",""Expected"":""\\b(?i)c1db55ab-c21a-4637-bb3f-a12568109d35=(1|2)\\b"",""ExpectedData"":""\\b(?i)c1db55ab-c21a-4637-bb3f-a12568109d35=(1|2)\\b"",""RegOption"":""CAN_NOT_BE_NULL"",""GuidRegKey"":""HKLM\\SOFTWARE\\Microsoft\\PolicyManager\\Current\\Device\\Defender""}]",POLICY_TEXT,GUID_REGISTRY_SETTING,CAN_NOT_BE_NULL,CHECK_REGEX,
22.23,Ensure 'Days Until Aggressive Catchup Quick Scan' is set to '7 days' or fewer,Registry,HKLM\SOFTWARE\Policies\Microsoft\Windows Defender\Policy Manager\DaysUntilAggressiveCatchupQuickScan,Range,[1..7],,,"[{""Path"":""HKLM\\SOFTWARE\\Policies\\Microsoft\\Windows Defender\\Policy Manager"",""Name"":""DaysUntilAggressiveCatchupQuickScan"",""Operator"":""Range"",""Expected"":""[1..7]"",""ExpectedData"":"""",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
22.26,Ensure 'Enable Network Protection' is set to 'Enabled (block mode)',Registry,HKLM\Software\Policies\Microsoft\Windows Defender\Policy Manager\EnableNetworkProtection,Equals,1,1,,"[{""Path"":""HKLM\\Software\\Policies\\Microsoft\\Windows Defender\\Policy Manager"",""Name"":""EnableNetworkProtection"",""Operator"":""Equals"",""Expected"":""1"",""ExpectedData"":""1"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
22.27,Ensure 'Hide Exclusions From Local Users' is set to 'Enabled',Registry,HKLM\SOFTWARE\Policies\Microsoft\Windows Defender\Policy Manager\HideExclusionsFromLocalUsers,Equals,1,1,,"[{""Path"":""HKLM\\SOFTWARE\\Policies\\Microsoft\\Windows Defender\\Policy Manager"",""Name"":""HideExclusionsFromLocalUsers"",""Operator"":""Equals"",""Expected"":""1"",""ExpectedData"":""1"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
22.28,Ensure 'Oobe Enable Rtp And Sig Update' is set to 'Enabled',Registry,HKLM\SOFTWARE\Policies\Microsoft\Windows Defender\Policy Manager\OobeEnableRtpAndSigUpdate,Equals,1,1,,"[{""Path"":""HKLM\\SOFTWARE\\Policies\\Microsoft\\Windows Defender\\Policy Manager"",""Name"":""OobeEnableRtpAndSigUpdate"",""Operator"":""Equals"",""Expected"":""1"",""ExpectedData"":""1"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
22.29,Ensure 'PUA Protection' is set to 'PUA Protection on',Registry,HKLM\Software\Policies\Microsoft\Windows Defender\Policy Manager\PUAProtection,Equals,1,1,,"[{""Path"":""HKLM\\Software\\Policies\\Microsoft\\Windows Defender\\Policy Manager"",""Name"":""PUAProtection"",""Operator"":""Equals"",""Expected"":""1"",""ExpectedData"":""1"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
22.30,Ensure 'Quick Scan Include Exclusions' is set to '1',Registry,HKLM\SOFTWARE\Policies\Microsoft\Windows Defender\Policy Manager\QuickScanIncludeExclusions,Equals,1,1,,"[{""Path"":""HKLM\\SOFTWARE\\Policies\\Microsoft\\Windows Defender\\Policy Manager"",""Name"":""QuickScanIncludeExclusions"",""Operator"":""Equals"",""Expected"":""1"",""ExpectedData"":""1"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
22.32,Ensure 'Remote Encryption Protection Configured State' is set to 'Audit: Generate EDR detections without blocking' or higher,Registry,HKLM\SOFTWARE\Policies\Microsoft\Windows Defender\Policy Manager\RemoteEncryptionProtectionConfiguredState,In,1 OR 2,MQ==;Mg==,,"[{""Path"":""HKLM\\SOFTWARE\\Policies\\Microsoft\\Windows Defender\\Policy Manager"",""Name"":""RemoteEncryptionProtectionConfiguredState"",""Operator"":""In"",""Expected"":""1 OR 2"",""ExpectedData"":""MQ==;Mg=="",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
23.1,Ensure 'DO Download Mode' is NOT set to 'HTTP blended with Internet Peering',Registry,HKLM\Software\Microsoft\PolicyManager\Providers\{GUID}\Default\Device\DeliveryOptimization\DODownloadMode,In,0 OR 1 OR 2 OR 99 OR 100,MA==;MQ==;Mg==;OTk=;MTAw,,"[{""Path"":""HKLM\\Software\\Microsoft\\PolicyManager\\Providers\\{GUID}\\Default\\Device\\DeliveryOptimization"",""Name"":""DODownloadMode"",""Operator"":""In"",""Expected"":""0 OR 1 OR 2 OR 99 OR 100"",""ExpectedData"":""MA==;MQ==;Mg==;OTk=;MTAw"",""RegOption"":""CAN_NOT_BE_NULL"",""GuidRegKey"":""HKLM\\Software\\Microsoft\\PolicyManager\\Current\\Device\\DeliveryOptimization""}]",POLICY_DWORD,GUID_REGISTRY_SETTING,CAN_NOT_BE_NULL,,
24.1,Ensure 'Configure System Guard Launch' is set to 'Unmanaged Enables Secure Launch if supported by hardware',Registry,HKLM\Software\Policies\Microsoft\Windows\DeviceGuard\ConfigureSystemGuardLaunch,Equals,1,1,,"[{""Path"":""HKLM\\Software\\Policies\\Microsoft\\Windows\\DeviceGuard"",""Name"":""ConfigureSystemGuardLaunch"",""Operator"":""Equals"",""Expected"":""1"",""ExpectedData"":""1"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
24.2,Ensure 'Credential Guard' is set to 'Enabled with UEFI lock',Registry,HKLM\Software\Policies\Microsoft\Windows\DeviceGuard\LsaCfgFlags,Equals,1,1,,"[{""Path"":""HKLM\\Software\\Policies\\Microsoft\\Windows\\DeviceGuard"",""Name"":""LsaCfgFlags"",""Operator"":""Equals"",""Expected"":""1"",""ExpectedData"":""1"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
24.3,Ensure 'Enable Virtualization Based Security' is set to 'Enable virtualization based security',Registry,HKLM\Software\Policies\Microsoft\Windows\DeviceGuard\EnableVirtualizationBasedSecurity,Equals,1,1,,"[{""Path"":""HKLM\\Software\\Policies\\Microsoft\\Windows\\DeviceGuard"",""Name"":""EnableVirtualizationBasedSecurity"",""Operator"":""Equals"",""Expected"":""1"",""ExpectedData"":""1"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
24.4,Ensure 'Require Platform Security Features' is set to 'Turns on VBS with Secure Boot' or higher,Registry,HKLM\Software\Policies\Microsoft\Windows\DeviceGuard\RequirePlatformSecurityFeatures,In,3 OR 1,Mw==;MQ==,,"[{""Path"":""HKLM\\Software\\Policies\\Microsoft\\Windows\\DeviceGuard"",""Name"":""RequirePlatformSecurityFeatures"",""Operator"":""In"",""Expected"":""3 OR 1"",""ExpectedData"":""Mw==;MQ=="",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
26.1,Ensure 'Device Password Enabled' is set to 'Enabled',Registry,HKLM\Software\Microsoft\PolicyManager\Providers\{GUID}\Default\Device\DeviceLock\DevicePasswordEnabled,Equals,1,1,,"[{""Path"":""HKLM\\Software\\Microsoft\\PolicyManager\\Providers\\{GUID}\\Default\\Device\\DeviceLock"",""Name"":""DevicePasswordEnabled"",""Operator"":""Equals"",""Expected"":""1"",""ExpectedData"":""1"",""RegOption"":""CAN_NOT_BE_NULL"",""GuidRegKey"":""HKLM\\Software\\Microsoft\\PolicyManager\\Current\\Device\\DeviceLock""}]",POLICY_DWORD,GUID_REGISTRY_SETTING,CAN_NOT_BE_NULL,,
26.2,Ensure 'Device Password Enabled: Alphanumeric Device Password Required' is set to 'Password or Alphanumeric PIN required',Registry,HKLM\Software\Microsoft\PolicyManager\Providers\{GUID}\Default\Device\DeviceLock\AlphanumericDevicePasswordRequired,Equals,0,0,,"[{""Path"":""HKLM\\Software\\Microsoft\\PolicyManager\\Providers\\{GUID}\\Default\\Device\\DeviceLock"",""Name"":""AlphanumericDevicePasswordRequired"",""Operator"":""Equals"",""Expected"":""0"",""ExpectedData"":""0"",""RegOption"":""CAN_NOT_BE_NULL"",""GuidRegKey"":""HKLM\\Software\\Microsoft\\PolicyManager\\Current\\Device\\DeviceLock""}]",POLICY_DWORD,GUID_REGISTRY_SETTING,CAN_NOT_BE_NULL,,
26.3,Ensure 'Device Password Enabled: Min Device Password Complex Characters' is set to 'Digits and lowercase letters are required',Registry,HKLM\Software\Microsoft\PolicyManager\Providers\{GUID}\Default\Device\DeviceLock\MinDevicePasswordComplexCharacters,Equals,2,2,,"[{""Path"":""HKLM\\Software\\Microsoft\\PolicyManager\\Providers\\{GUID}\\Default\\Device\\DeviceLock"",""Name"":""MinDevicePasswordComplexCharacters"",""Operator"":""Equals"",""Expected"":""2"",""ExpectedData"":""2"",""RegOption"":""CAN_NOT_BE_NULL"",""GuidRegKey"":""HKLM\\Software\\Microsoft\\PolicyManager\\Current\\Device\\DeviceLock""}]",POLICY_DWORD,GUID_REGISTRY_SETTING,CAN_NOT_BE_NULL,,
26.4,"Ensure 'Device Password Enabled: Device Password Expiration' is set to '365 or fewer days, but not 0'",Registry,HKLM\Software\Microsoft\PolicyManager\Providers\{GUID}\Default\Device\DeviceLock\DevicePasswordExpiration,Range,[1..365],,,"[{""Path"":""HKLM\\Software\\Microsoft\\PolicyManager\\Providers\\{GUID}\\Default\\Device\\DeviceLock"",""Name"":""DevicePasswordExpiration"",""Operator"":""Range"",""Expected"":""[1..365]"",""ExpectedData"":"""",""RegOption"":""CAN_NOT_BE_NULL"",""GuidRegKey"":""HKLM\\Software\\Microsoft\\PolicyManager\\Current\\Device\\DeviceLock""}]",POLICY_DWORD,GUID_REGISTRY_SETTING,CAN_NOT_BE_NULL,,
26.5,Ensure 'Device Password Enabled: Device Password History' is set to '24 or more password(s)',Registry,HKLM\Software\Microsoft\PolicyManager\Providers\{GUID}\Default\Device\DeviceLock\DevicePasswordHistory,Range,[24..MAX],,,"[{""Path"":""HKLM\\Software\\Microsoft\\PolicyManager\\Providers\\{GUID}\\Default\\Device\\DeviceLock"",""Name"":""DevicePasswordHistory"",""Operator"":""Range"",""Expected"":""[24..MAX]"",""ExpectedData"":"""",""RegOption"":""CAN_NOT_BE_NULL"",""GuidRegKey"":""HKLM\\Software\\Microsoft\\PolicyManager\\Current\\Device\\DeviceLock""}]",POLICY_DWORD,GUID_REGISTRY_SETTING,CAN_NOT_BE_NULL,,
26.6,"Ensure 'Device Password Enabled: Max Device Password Failed Attempts' is set to '5 or fewer failed attempt(s), but not 0'",Registry,HKLM\Software\Microsoft\PolicyManager\Providers\{GUID}\Default\Device\DeviceLock\MaxDevicePasswordFailedAttempts,Range,[1..5],,,"[{""Path"":""HKLM\\Software\\Microsoft\\PolicyManager\\Providers\\{GUID}\\Default\\Device\\DeviceLock"",""Name"":""MaxDevicePasswordFailedAttempts"",""Operator"":""Range"",""Expected"":""[1..5]"",""ExpectedData"":"""",""RegOption"":""CAN_NOT_BE_NULL"",""GuidRegKey"":""HKLM\\Software\\Microsoft\\PolicyManager\\Current\\Device\\DeviceLock""}]",POLICY_DWORD,GUID_REGISTRY_SETTING,CAN_NOT_BE_NULL,,
26.7,"Ensure 'Device Password Enabled: Max Inactivity Time Device Lock' is set to '15 or fewer minutes, but not 0'",Registry,HKLM\Software\Microsoft\PolicyManager\Providers\{GUID}\Default\Device\DeviceLock\MaxInactivityTimeDeviceLock,Range,[1..15],,,"[{""Path"":""HKLM\\Software\\Microsoft\\PolicyManager\\Providers\\{GUID}\\Default\\Device\\DeviceLock"",""Name"":""MaxInactivityTimeDeviceLock"",""Operator"":""Range"",""Expected"":""[1..15]"",""ExpectedData"":"""",""RegOption"":""CAN_NOT_BE_NULL"",""GuidRegKey"":""HKLM\\Software\\Microsoft\\PolicyManager\\Current\\Device\\DeviceLock""}]",POLICY_DWORD,GUID_REGISTRY_SETTING,CAN_NOT_BE_NULL,,
26.8,Ensure 'Device Password Enabled: Min Device Password Length' is set to '14 or more character(s)',Registry,HKLM\Software\Microsoft\PolicyManager\Providers\{GUID}\Default\Device\DeviceLock\MinDevicePasswordLength,Range,[14..MAX],,,"[{""Path"":""HKLM\\Software\\Microsoft\\PolicyManager\\Providers\\{GUID}\\Default\\Device\\DeviceLock"",""Name"":""MinDevicePasswordLength"",""Operator"":""Range"",""Expected"":""[14..MAX]"",""ExpectedData"":"""",""RegOption"":""CAN_NOT_BE_NULL"",""GuidRegKey"":""HKLM\\Software\\Microsoft\\PolicyManager\\Current\\Device\\DeviceLock""}]",POLICY_DWORD,GUID_REGISTRY_SETTING,CAN_NOT_BE_NULL,,
26.9,Ensure 'Minimum Password Age' is set to '1 or more day(s)',Registry,HKLM\Software\Microsoft\PolicyManager\Providers\{GUID}\Default\Device\DeviceLock\MinimumPasswordAge,Range,[1..MAX],,,"[{""Path"":""HKLM\\Software\\Microsoft\\PolicyManager\\Providers\\{GUID}\\Default\\Device\\DeviceLock"",""Name"":""MinimumPasswordAge"",""Operator"":""Range"",""Expected"":""[1..MAX]"",""ExpectedData"":"""",""RegOption"":""CAN_NOT_BE_NULL"",""GuidRegKey"":""HKLM\\Software\\Microsoft\\PolicyManager\\Current\\Device\\DeviceLock""}]",POLICY_DWORD,GUID_REGISTRY_SETTING,CAN_NOT_BE_NULL,,
34.1,Ensure 'Allow Cortana' is set to 'Block',Registry,HKLM\Software\Microsoft\PolicyManager\Providers\{GUID}\Default\Device\Experience\AllowCortana,Equals,0,0,,"[{""Path"":""HKLM\\Software\\Microsoft\\PolicyManager\\Providers\\{GUID}\\Default\\Device\\Experience"",""Name"":""AllowCortana"",""Operator"":""Equals"",""Expected"":""0"",""ExpectedData"":""0"",""RegOption"":""CAN_NOT_BE_NULL"",""GuidRegKey"":""HKLM\\Software\\Microsoft\\PolicyManager\\Current\\Device\\Experience""}]",POLICY_DWORD,GUID_REGISTRY_SETTING,CAN_NOT_BE_NULL,,
34.2,Ensure 'Allow Spotlight Collection (User)' is set to '0',Registry,HKLM\Software\Microsoft\PolicyManager\Providers\{GUID}\Default\{USER_SID}\Experience\AllowSpotlightCollection,Equals,0,0,,"[{""Path"":""HKLM\\Software\\Microsoft\\PolicyManager\\Providers\\{GUID}\\Default\\{USER_SID}\\Experience"",""Name"":""AllowSpotlightCollection"",""Operator"":""Equals"",""Expected"":""0"",""ExpectedData"":""0"",""RegOption"":""CAN_NOT_BE_NULL"",""GuidRegKey"":""HKLM\\Software\\Microsoft\\PolicyManager\\Current\\{USER_SID}\\Experience""}]",POLICY_DWORD,GUID_REGISTRY_SETTING,CAN_NOT_BE_NULL,,
34.4,Ensure 'Disable Consumer Account State Content' is set to 'Enabled',Registry,HKLM\Software\Policies\Microsoft\Windows\CloudContent\DisableConsumerAccountStateContent,Equals,1,1,,"[{""Path"":""HKLM\\Software\\Policies\\Microsoft\\Windows\\CloudContent"",""Name"":""DisableConsumerAccountStateContent"",""Operator"":""Equals"",""Expected"":""1"",""ExpectedData"":""1"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
34.5,Ensure 'Do not show feedback notifications' is set to 'Feedback notifications are disabled',Registry,HKLM\Software\Microsoft\PolicyManager\Providers\{GUID}\Default\Device\Experience\DoNotShowFeedbackNotifications,Equals,1,1,,"[{""Path"":""HKLM\\Software\\Microsoft\\PolicyManager\\Providers\\{GUID}\\Default\\Device\\Experience"",""Name"":""DoNotShowFeedbackNotifications"",""Operator"":""Equals"",""Expected"":""1"",""ExpectedData"":""1"",""RegOption"":""CAN_NOT_BE_NULL"",""GuidRegKey"":""HKLM\\Software\\Microsoft\\PolicyManager\\Current\\Device\\Experience""}]",POLICY_DWORD,GUID_REGISTRY_SETTING,CAN_NOT_BE_NULL,,
38.1,Ensure 'Enable Domain Network Firewall' is set to 'True',Registry,HKLM\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\Mdm\DomainProfile\EnableFirewall,Equals,1,1,,"[{""Path"":""HKLM\\System\\CurrentControlSet\\Services\\SharedAccess\\Parameters\\FirewallPolicy\\Mdm\\DomainProfile"",""Name"":""EnableFirewall"",""Operator"":""Equals"",""Expected"":""1"",""ExpectedData"":""1"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
38.2,Ensure 'Enable Domain Network Firewall: Default Inbound Action for Domain Profile' is set to 'Block',Registry,HKLM\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\Mdm\DomainProfile\DefaultInboundAction,Equals,1,1,,"[{""Path"":""HKLM\\System\\CurrentControlSet\\Services\\SharedAccess\\Parameters\\FirewallPolicy\\Mdm\\DomainProfile"",""Name"":""DefaultInboundAction"",""Operator"":""Equals"",""Expected"":""1"",""ExpectedData"":""1"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
38.3,Ensure 'Enable Domain Network Firewall: Disable Inbound Notifications' is set to 'True',Registry,HKLM\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\Mdm\DomainProfile\DisableNotifications,Equals,1,1,,"[{""Path"":""HKLM\\System\\CurrentControlSet\\Services\\SharedAccess\\Parameters\\FirewallPolicy\\Mdm\\DomainProfile"",""Name"":""DisableNotifications"",""Operator"":""Equals"",""Expected"":""1"",""ExpectedData"":""1"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
38.4,Ensure 'Enable Domain Network Firewall: Enable Log Dropped Packets' is set to 'Yes: Enable Logging Of Dropped Packets',Registry,HKLM\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\Mdm\DomainProfile\Logging\LogDroppedPackets,Equals,1,1,,"[{""Path"":""HKLM\\System\\CurrentControlSet\\Services\\SharedAccess\\Parameters\\FirewallPolicy\\Mdm\\DomainProfile\\Logging"",""Name"":""LogDroppedPackets"",""Operator"":""Equals"",""Expected"":""1"",""ExpectedData"":""1"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
38.5,Ensure 'Enable Domain Network Firewall: Enable Log Success Connections' is set to 'Enable Logging Of Successful Connections',Registry,HKLM\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\Mdm\DomainProfile\Logging\LogSuccessfulConnections,Equals,1,1,,"[{""Path"":""HKLM\\System\\CurrentControlSet\\Services\\SharedAccess\\Parameters\\FirewallPolicy\\Mdm\\DomainProfile\\Logging"",""Name"":""LogSuccessfulConnections"",""Operator"":""Equals"",""Expected"":""1"",""ExpectedData"":""1"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
38.6,Ensure 'Enable Domain Network Firewall: Log File Path' is set to '%SystemRoot%\System32\logfiles\firewall\domainfw.log',Registry,HKLM\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\Mdm\DomainProfile\Logging\LogFilePath,Equals,%SystemRoot%\System32\logfiles\firewall\domainfw.log,%SystemRoot%\System32\logfiles\firewall\domainfw.log,,"[{""Path"":""HKLM\\System\\CurrentControlSet\\Services\\SharedAccess\\Parameters\\FirewallPolicy\\Mdm\\DomainProfile\\Logging"",""Name"":""LogFilePath"",""Operator"":""Equals"",""Expected"":""%SystemRoot%\\System32\\logfiles\\firewall\\domainfw.log"",""ExpectedData"":""%SystemRoot%\\System32\\logfiles\\firewall\\domainfw.log"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_TEXT,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
38.7,"Ensure 'Enable Domain Network Firewall: Log Max File Size' is set to '16,384 KB or greater'",Registry,HKLM\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\Mdm\DomainProfile\Logging\LogFileSize,Range,[16384..MAX],,,"[{""Path"":""HKLM\\System\\CurrentControlSet\\Services\\SharedAccess\\Parameters\\FirewallPolicy\\Mdm\\DomainProfile\\Logging"",""Name"":""LogFileSize"",""Operator"":""Range"",""Expected"":""[16384..MAX]"",""ExpectedData"":"""",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
38.8,Ensure 'Enable Private Network Firewall' is set to 'True',Registry,HKLM\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\Mdm\StandardProfile\EnableFirewall,Equals,1,1,,"[{""Path"":""HKLM\\System\\CurrentControlSet\\Services\\SharedAccess\\Parameters\\FirewallPolicy\\Mdm\\StandardProfile"",""Name"":""EnableFirewall"",""Operator"":""Equals"",""Expected"":""1"",""ExpectedData"":""1"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
38.9,Ensure 'Enable Private Network Firewall: Default Inbound Action for Private Profile' is set to 'Block',Registry,HKLM\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\Mdm\StandardProfile\DefaultInboundAction,Equals,1,1,,"[{""Path"":""HKLM\\System\\CurrentControlSet\\Services\\SharedAccess\\Parameters\\FirewallPolicy\\Mdm\\StandardProfile"",""Name"":""DefaultInboundAction"",""Operator"":""Equals"",""Expected"":""1"",""ExpectedData"":""1"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
38.10,Ensure 'Enable Private Network Firewall: Disable Inbound Notifications' is set to 'True',Registry,HKLM\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\Mdm\StandardProfile\DisableNotifications,Equals,1,1,,"[{""Path"":""HKLM\\System\\CurrentControlSet\\Services\\SharedAccess\\Parameters\\FirewallPolicy\\Mdm\\StandardProfile"",""Name"":""DisableNotifications"",""Operator"":""Equals"",""Expected"":""1"",""ExpectedData"":""1"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
38.11,Ensure 'Enable Private Network Firewall: Enable Log Success Connections' is set to 'Enable Logging Of Successful Connections',Registry,HKLM\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\Mdm\StandardProfile\Logging\LogSuccessfulConnections,Equals,1,1,,"[{""Path"":""HKLM\\System\\CurrentControlSet\\Services\\SharedAccess\\Parameters\\FirewallPolicy\\Mdm\\StandardProfile\\Logging"",""Name"":""LogSuccessfulConnections"",""Operator"":""Equals"",""Expected"":""1"",""ExpectedData"":""1"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
38.12,Ensure 'Enable Private Network Firewall: Enable Log Dropped Packets' is set to 'Yes: Enable Logging Of Dropped Packets',Registry,HKLM\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\Mdm\StandardProfile\Logging\LogDroppedPackets,Equals,1,1,,"[{""Path"":""HKLM\\System\\CurrentControlSet\\Services\\SharedAccess\\Parameters\\FirewallPolicy\\Mdm\\StandardProfile\\Logging"",""Name"":""LogDroppedPackets"",""Operator"":""Equals"",""Expected"":""1"",""ExpectedData"":""1"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
38.13,Ensure 'Enable Private Network Firewall: Log File Path' is set to '%SystemRoot%\System32\logfiles\firewall\privatefw.log',Registry,HKLM\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\Mdm\StandardProfile\Logging\LogFilePath,Equals,%SystemRoot%\System32\logfiles\firewall\privatefw.log,%SystemRoot%\System32\logfiles\firewall\privatefw.log,,"[{""Path"":""HKLM\\System\\CurrentControlSet\\Services\\SharedAccess\\Parameters\\FirewallPolicy\\Mdm\\StandardProfile\\Logging"",""Name"":""LogFilePath"",""Operator"":""Equals"",""Expected"":""%SystemRoot%\\System32\\logfiles\\firewall\\privatefw.log"",""ExpectedData"":""%SystemRoot%\\System32\\logfiles\\firewall\\privatefw.log"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_TEXT,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
38.14,"Ensure 'Enable Private Network Firewall: Log Max File Size' is set to '16,384 KB or greater'",Registry,HKLM\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\Mdm\StandardProfile\Logging\LogFileSize,Range,[16384..MAX],,,"[{""Path"":""HKLM\\System\\CurrentControlSet\\Services\\SharedAccess\\Parameters\\FirewallPolicy\\Mdm\\StandardProfile\\Logging"",""Name"":""LogFileSize"",""Operator"":""Range"",""Expected"":""[16384..MAX]"",""ExpectedData"":"""",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
38.15,Ensure 'Enable Public Network Firewall' is set to 'True',Registry,HKLM\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\Mdm\PublicProfile\EnableFirewall,Equals,1,1,,"[{""Path"":""HKLM\\System\\CurrentControlSet\\Services\\SharedAccess\\Parameters\\FirewallPolicy\\Mdm\\PublicProfile"",""Name"":""EnableFirewall"",""Operator"":""Equals"",""Expected"":""1"",""ExpectedData"":""1"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
38.16,Ensure 'Enable Public Network Firewall: Allow Local Ipsec Policy Merge' is set to 'False',Registry,HKLM\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\Mdm\PublicProfile\AllowLocalIPsecPolicyMerge,Equals,0,0,,"[{""Path"":""HKLM\\System\\CurrentControlSet\\Services\\SharedAccess\\Parameters\\FirewallPolicy\\Mdm\\PublicProfile"",""Name"":""AllowLocalIPsecPolicyMerge"",""Operator"":""Equals"",""Expected"":""0"",""ExpectedData"":""0"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
